locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJMONHIK_00235	gene	843				
KJMONHIK_00235	CDS	843				hypothetical protein
KJMONHIK_00236	gene	456				
KJMONHIK_00236	CDS	456				hypothetical protein
KJMONHIK_00237	gene	147				
KJMONHIK_00237	CDS	147				hypothetical protein
KJMONHIK_00238	gene	813	yitU			
KJMONHIK_00238	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
KJMONHIK_00239	gene	768				
KJMONHIK_00239	CDS	768				hypothetical protein
KJMONHIK_00240	gene	309	sufT			
KJMONHIK_00240	CDS	309	sufT			Fe-S protein maturation auxiliary factor SufT
KJMONHIK_00241	gene	171				
KJMONHIK_00241	CDS	171				hypothetical protein
KJMONHIK_00242	gene	1431	dprE1			
KJMONHIK_00242	CDS	1431	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
KJMONHIK_00243	gene	540	mdtG			
KJMONHIK_00243	CDS	540	mdtG			Multidrug resistance protein MdtG
KJMONHIK_00244	gene	1038	argC			
KJMONHIK_00244	CDS	1038	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
KJMONHIK_00245	gene	1221	argJ			
KJMONHIK_00245	CDS	1221	argJ			Arginine biosynthesis bifunctional protein ArgJ
KJMONHIK_00246	gene	777	argB			
KJMONHIK_00246	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
KJMONHIK_00247	gene	1158	argD			
KJMONHIK_00247	CDS	1158	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
KJMONHIK_00248	gene	1062	carA_1			
KJMONHIK_00248	CDS	1062	carA_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific small chain
KJMONHIK_00249	gene	3093	carB_1			
KJMONHIK_00249	CDS	3093	carB_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific large chain
KJMONHIK_00250	gene	945	argF			
KJMONHIK_00250	CDS	945	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
KJMONHIK_00251	gene	180				
KJMONHIK_00251	CDS	180				hypothetical protein
KJMONHIK_00252	gene	186				
KJMONHIK_00252	CDS	186				hypothetical protein
KJMONHIK_00253	gene	735				
KJMONHIK_00253	CDS	735				hypothetical protein
KJMONHIK_00254	gene	558				
KJMONHIK_00254	CDS	558				hypothetical protein
KJMONHIK_00255	gene	954				
KJMONHIK_00255	CDS	954				Purine-binding protein
KJMONHIK_00256	gene	192				
KJMONHIK_00256	CDS	192				hypothetical protein
KJMONHIK_00257	gene	222				
KJMONHIK_00257	CDS	222				hypothetical protein
KJMONHIK_00258	gene	939	fabHA			
KJMONHIK_00258	CDS	939	fabHA	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
KJMONHIK_00259	gene	1242	fabF			
KJMONHIK_00259	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
KJMONHIK_00260	gene	786				
KJMONHIK_00260	CDS	786				hypothetical protein
KJMONHIK_00261	gene	987	oppD_1			
KJMONHIK_00261	CDS	987	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
KJMONHIK_00262	gene	990	oppF_1			
KJMONHIK_00262	CDS	990	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
KJMONHIK_00263	gene	1632	appA			
KJMONHIK_00263	CDS	1632	appA			Oligopeptide-binding protein AppA
KJMONHIK_00264	gene	951	gsiC			
KJMONHIK_00264	CDS	951	gsiC		COG0601	Glutathione transport system permease protein GsiC
KJMONHIK_00265	gene	912	dppC_1			
KJMONHIK_00265	CDS	912	dppC_1		COG1173	Dipeptide transport system permease protein DppC
KJMONHIK_00266	gene	753				
KJMONHIK_00266	CDS	753				hypothetical protein
KJMONHIK_00267	gene	993	trpS			
KJMONHIK_00267	CDS	993	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
KJMONHIK_00268	gene	1638	oppA			
KJMONHIK_00268	CDS	1638	oppA		COG4166	Oligopeptide-binding protein OppA
KJMONHIK_00269	gene	936	oppB			
KJMONHIK_00269	CDS	936	oppB		COG0601	Oligopeptide transport system permease protein OppB
KJMONHIK_00270	gene	918	oppC			
KJMONHIK_00270	CDS	918	oppC		COG1173	Oligopeptide transport system permease protein OppC
KJMONHIK_00271	gene	1068	oppD_2			
KJMONHIK_00271	CDS	1068	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
KJMONHIK_00272	gene	918	oppF_2			
KJMONHIK_00272	CDS	918	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
KJMONHIK_00273	gene	1107				
KJMONHIK_00273	CDS	1107				hypothetical protein
KJMONHIK_00274	gene	579	yjbC			
KJMONHIK_00274	CDS	579	yjbC	2.3.1.-		Putative acetyltransferase YjbC
KJMONHIK_00275	gene	396	spxA			
KJMONHIK_00275	CDS	396	spxA		COG1393	Regulatory protein Spx
KJMONHIK_00276	gene	657				
KJMONHIK_00276	CDS	657				hypothetical protein
KJMONHIK_00277	gene	657	mecA			
KJMONHIK_00277	CDS	657	mecA		COG4862	Adapter protein MecA 1
KJMONHIK_00278	gene	1152	coiA			
KJMONHIK_00278	CDS	1152	coiA		COG4469	Competence protein CoiA
KJMONHIK_00279	gene	2013	pepF1_1			
KJMONHIK_00279	CDS	2013	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
KJMONHIK_00280	gene	168				
KJMONHIK_00280	CDS	168				hypothetical protein
KJMONHIK_00281	gene	900				
KJMONHIK_00281	CDS	900				hypothetical protein
KJMONHIK_00282	gene	399	yjbI			
KJMONHIK_00282	CDS	399	yjbI		COG2346	Group 2 truncated hemoglobin YjbI
KJMONHIK_00283	gene	738	mltF			
KJMONHIK_00283	CDS	738	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
KJMONHIK_00284	gene	573	yjbK			
KJMONHIK_00284	CDS	573	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
KJMONHIK_00285	gene	366				
KJMONHIK_00285	CDS	366				hypothetical protein
KJMONHIK_00286	gene	636	yjbM			
KJMONHIK_00286	CDS	636	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
KJMONHIK_00287	gene	801	ppnKA			
KJMONHIK_00287	CDS	801	ppnKA	2.7.1.23	COG0061	NAD kinase 1
KJMONHIK_00288	gene	900				
KJMONHIK_00288	CDS	900				hypothetical protein
KJMONHIK_00289	gene	735	prpE			
KJMONHIK_00289	CDS	735	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
KJMONHIK_00290	gene	1845	kefB			
KJMONHIK_00290	CDS	1845	kefB			Glutathione-regulated potassium-efflux system protein KefB
KJMONHIK_00291	gene	708	tenA			
KJMONHIK_00291	CDS	708	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
KJMONHIK_00292	gene	618	tenI			
KJMONHIK_00292	CDS	618	tenI	5.3.99.10	COG0352	Thiazole tautomerase
KJMONHIK_00293	gene	1110	thiO_2			
KJMONHIK_00293	CDS	1110	thiO_2	1.4.3.19	COG0665	Glycine oxidase
KJMONHIK_00294	gene	204	thiS			
KJMONHIK_00294	CDS	204	thiS		COG2104	Sulfur carrier protein ThiS
KJMONHIK_00295	gene	765	thiG			
KJMONHIK_00295	CDS	765	thiG	2.8.1.10	COG2022	Thiazole synthase
KJMONHIK_00296	gene	1011				
KJMONHIK_00296	CDS	1011				hypothetical protein
KJMONHIK_00297	gene	816	thiD			
KJMONHIK_00297	CDS	816	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
KJMONHIK_00298	gene	777	fabI			
KJMONHIK_00298	CDS	777	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
KJMONHIK_00299	gene	684				
KJMONHIK_00299	CDS	684				hypothetical protein
KJMONHIK_00300	gene	450	cotZ			
KJMONHIK_00300	CDS	450	cotZ			Spore coat protein Z
KJMONHIK_00301	gene	489	cotY			
KJMONHIK_00301	CDS	489	cotY			Spore coat protein Y
KJMONHIK_00302	gene	507	cotX			
KJMONHIK_00302	CDS	507	cotX			Spore coat protein X
KJMONHIK_00303	gene	330	cotW			
KJMONHIK_00303	CDS	330	cotW			Spore coat protein W
KJMONHIK_00304	gene	387	cotV			
KJMONHIK_00304	CDS	387	cotV			Spore coat protein V
KJMONHIK_00305	gene	357	yjcA			
KJMONHIK_00305	CDS	357	yjcA			Sporulation protein YjcA
KJMONHIK_00306	gene	213				
KJMONHIK_00306	CDS	213				hypothetical protein
KJMONHIK_00307	gene	159	yjcZ			
KJMONHIK_00307	CDS	159	yjcZ			Sporulation protein YjcZ
KJMONHIK_00308	gene	255				
KJMONHIK_00308	CDS	255				hypothetical protein
KJMONHIK_00309	gene	2280	yjcD			
KJMONHIK_00309	CDS	2280	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
KJMONHIK_00310	gene	255				
KJMONHIK_00310	CDS	255				hypothetical protein
KJMONHIK_00311	gene	423	yjcF_1			
KJMONHIK_00311	CDS	423	yjcF_1	2.3.1.-		putative N-acetyltransferase YjcF
KJMONHIK_00312	gene	516	yjcG			
KJMONHIK_00312	CDS	516	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
KJMONHIK_00313	gene	723				
KJMONHIK_00313	CDS	723				hypothetical protein
KJMONHIK_00314	gene	1146	metI			
KJMONHIK_00314	CDS	1146	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
KJMONHIK_00315	gene	1173	metC			
KJMONHIK_00315	CDS	1173	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
KJMONHIK_00316	gene	219	rimJ			
KJMONHIK_00316	CDS	219	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
KJMONHIK_00317	gene	300				
KJMONHIK_00317	CDS	300				hypothetical protein
KJMONHIK_00318	gene	1182				
KJMONHIK_00318	CDS	1182				hypothetical protein
KJMONHIK_00319	gene	75				
KJMONHIK_00319	tRNA	75				tRNA-Val(gac)
KJMONHIK_00320	gene	480	cwlA_1			
KJMONHIK_00320	CDS	480	cwlA_1	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
KJMONHIK_00321	gene	291				
KJMONHIK_00321	CDS	291				hypothetical protein
KJMONHIK_00322	gene	1374				
KJMONHIK_00322	CDS	1374				hypothetical protein
KJMONHIK_00323	gene	483	yokI			
KJMONHIK_00323	CDS	483	yokI	3.1.-.-		putative ribonuclease YokI
KJMONHIK_00324	gene	1128	rapH_1			
KJMONHIK_00324	CDS	1128	rapH_1	3.1.-.-		Response regulator aspartate phosphatase H
KJMONHIK_00325	gene	180				
KJMONHIK_00325	CDS	180				hypothetical protein
KJMONHIK_00326	gene	273				
KJMONHIK_00326	CDS	273				hypothetical protein
KJMONHIK_00327	gene	573				
KJMONHIK_00327	CDS	573				hypothetical protein
KJMONHIK_00328	gene	339				
KJMONHIK_00328	CDS	339				hypothetical protein
KJMONHIK_00329	gene	462	manR_1			
KJMONHIK_00329	CDS	462	manR_1		COG1762	Transcriptional regulator ManR
KJMONHIK_00330	gene	1491	manR_2			
KJMONHIK_00330	CDS	1491	manR_2		COG1762	Transcriptional regulator ManR
KJMONHIK_00331	gene	1953	manP			
KJMONHIK_00331	CDS	1953	manP		COG1299	PTS system mannose-specific EIIBCA component
KJMONHIK_00332	gene	948	manA			
KJMONHIK_00332	CDS	948	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
KJMONHIK_00333	gene	285				
KJMONHIK_00333	CDS	285				hypothetical protein
KJMONHIK_00334	gene	387				
KJMONHIK_00334	CDS	387				hypothetical protein
KJMONHIK_00335	gene	396				
KJMONHIK_00335	CDS	396				hypothetical protein
KJMONHIK_00336	gene	483	ybaK			
KJMONHIK_00336	CDS	483	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
KJMONHIK_00337	gene	195				
KJMONHIK_00337	CDS	195				hypothetical protein
KJMONHIK_00338	gene	345				
KJMONHIK_00338	CDS	345				hypothetical protein
KJMONHIK_00339	gene	963	ctaB1			
KJMONHIK_00339	CDS	963	ctaB1	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 1
KJMONHIK_00340	gene	237				
KJMONHIK_00340	CDS	237				hypothetical protein
KJMONHIK_00341	gene	1401	pdaC			
KJMONHIK_00341	CDS	1401	pdaC	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC
KJMONHIK_00342	gene	474				
KJMONHIK_00342	CDS	474				hypothetical protein
KJMONHIK_00343	gene	168	yjfB			
KJMONHIK_00343	CDS	168	yjfB			putative protein YjfB
KJMONHIK_00344	gene	900				
KJMONHIK_00344	CDS	900				hypothetical protein
KJMONHIK_00345	gene	432				
KJMONHIK_00345	CDS	432				hypothetical protein
KJMONHIK_00346	gene	576	yjgB			
KJMONHIK_00346	CDS	576	yjgB			putative protein YjgB
KJMONHIK_00347	gene	2958				
KJMONHIK_00347	CDS	2958		1.17.1.9		Putative formate dehydrogenase
KJMONHIK_00348	gene	561				
KJMONHIK_00348	CDS	561				hypothetical protein
KJMONHIK_00349	gene	639	yjhA			
KJMONHIK_00349	CDS	639	yjhA			putative lipoprotein YjhA
KJMONHIK_00350	gene	618				
KJMONHIK_00350	CDS	618				hypothetical protein
KJMONHIK_00351	gene	279				
KJMONHIK_00351	CDS	279				hypothetical protein
KJMONHIK_00352	gene	1191	yjiB_1			
KJMONHIK_00352	CDS	1191	yjiB_1	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
KJMONHIK_00353	gene	1179	oleD_1			
KJMONHIK_00353	CDS	1179	oleD_1	2.4.1.-		Oleandomycin glycosyltransferase
KJMONHIK_00354	gene	189				
KJMONHIK_00354	CDS	189				hypothetical protein
KJMONHIK_00355	gene	813				
KJMONHIK_00355	CDS	813				hypothetical protein
KJMONHIK_00356	gene	753	fetB			
KJMONHIK_00356	CDS	753	fetB		COG0390	putative iron export permease protein FetB
KJMONHIK_00357	gene	753	glnQ			
KJMONHIK_00357	CDS	753	glnQ			Glutamine transport ATP-binding protein GlnQ
KJMONHIK_00358	gene	975				
KJMONHIK_00358	CDS	975				hypothetical protein
KJMONHIK_00359	gene	498				
KJMONHIK_00359	CDS	498				hypothetical protein
KJMONHIK_00360	gene	423	yjlC			
KJMONHIK_00360	CDS	423	yjlC		COG2427	putative protein YjlC
KJMONHIK_00361	gene	1179	yjlD			
KJMONHIK_00361	CDS	1179	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
KJMONHIK_00362	gene	1410	uxaC			
KJMONHIK_00362	CDS	1410	uxaC	5.3.1.12	COG1904	Uronate isomerase
KJMONHIK_00363	gene	1380	yjmB			
KJMONHIK_00363	CDS	1380	yjmB		COG2211	putative symporter YjmB
KJMONHIK_00364	gene	1014	yjmC			
KJMONHIK_00364	CDS	1014	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
KJMONHIK_00365	gene	1020	yjmD			
KJMONHIK_00365	CDS	1020	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
KJMONHIK_00366	gene	1080	uxuA			
KJMONHIK_00366	CDS	1080	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
KJMONHIK_00367	gene	837	uxuB			
KJMONHIK_00367	CDS	837	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
KJMONHIK_00368	gene	1269	exuT			
KJMONHIK_00368	CDS	1269	exuT			Hexuronate transporter
KJMONHIK_00369	gene	1002	exuR			
KJMONHIK_00369	CDS	1002	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
KJMONHIK_00370	gene	1449	uxaB			
KJMONHIK_00370	CDS	1449	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
KJMONHIK_00371	gene	1494	uxaA			
KJMONHIK_00371	CDS	1494	uxaA	4.2.1.7	COG2721	Altronate dehydratase
KJMONHIK_00372	gene	765				
KJMONHIK_00372	CDS	765				hypothetical protein
KJMONHIK_00373	gene	465	yjoA			
KJMONHIK_00373	CDS	465	yjoA		COG2318	putative protein YjoA
KJMONHIK_00374	gene	1272	yjoB			
KJMONHIK_00374	CDS	1272	yjoB	3.-.-.-	COG0465	putative ATPase YjoB
KJMONHIK_00375	gene	1131	rapA_1			
KJMONHIK_00375	CDS	1131	rapA_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
KJMONHIK_00376	gene	135				
KJMONHIK_00376	CDS	135				hypothetical protein
KJMONHIK_00377	gene	255				
KJMONHIK_00377	CDS	255				hypothetical protein
KJMONHIK_00378	gene	954	cwlA_2			
KJMONHIK_00378	CDS	954	cwlA_2	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
KJMONHIK_00379	gene	378				
KJMONHIK_00379	CDS	378				hypothetical protein
KJMONHIK_00380	gene	603				
KJMONHIK_00380	CDS	603				hypothetical protein
KJMONHIK_00381	gene	837	ydbD_1			
KJMONHIK_00381	CDS	837	ydbD_1	1.11.1.6	COG3546	putative manganese catalase
KJMONHIK_00382	gene	597				
KJMONHIK_00382	CDS	597				hypothetical protein
KJMONHIK_00383	gene	342	xre			
KJMONHIK_00383	CDS	342	xre		COG1396	HTH-type transcriptional regulator Xre
KJMONHIK_00384	gene	180				
KJMONHIK_00384	CDS	180				hypothetical protein
KJMONHIK_00385	gene	837				
KJMONHIK_00385	CDS	837				hypothetical protein
KJMONHIK_00386	gene	636	dnaA_1			
KJMONHIK_00386	CDS	636	dnaA_1			Chromosomal replication initiator protein DnaA
KJMONHIK_00387	gene	168				
KJMONHIK_00387	CDS	168				hypothetical protein
KJMONHIK_00388	gene	96				
KJMONHIK_00388	CDS	96				hypothetical protein
KJMONHIK_00389	gene	360				
KJMONHIK_00389	CDS	360				hypothetical protein
KJMONHIK_00390	gene	207				
KJMONHIK_00390	CDS	207				hypothetical protein
KJMONHIK_00391	gene	510				
KJMONHIK_00391	CDS	510				hypothetical protein
KJMONHIK_00392	gene	795				
KJMONHIK_00392	CDS	795				hypothetical protein
KJMONHIK_00393	gene	1302				
KJMONHIK_00393	CDS	1302				hypothetical protein
KJMONHIK_00394	gene	1491				
KJMONHIK_00394	CDS	1491				hypothetical protein
KJMONHIK_00395	gene	828	yqbD			
KJMONHIK_00395	CDS	828	yqbD			putative protein YqbD
KJMONHIK_00396	gene	936	xkdG			
KJMONHIK_00396	CDS	936	xkdG			Phage-like element PBSX protein XkdG
KJMONHIK_00397	gene	384	yqbG			
KJMONHIK_00397	CDS	384	yqbG			putative protein YqbG
KJMONHIK_00398	gene	357	xkdH			
KJMONHIK_00398	CDS	357	xkdH			Phage-like element PBSX protein XkdH
KJMONHIK_00399	gene	486				
KJMONHIK_00399	CDS	486				hypothetical protein
KJMONHIK_00400	gene	441				
KJMONHIK_00400	CDS	441				hypothetical protein
KJMONHIK_00401	gene	1401				
KJMONHIK_00401	CDS	1401				hypothetical protein
KJMONHIK_00402	gene	444	xkdM			
KJMONHIK_00402	CDS	444	xkdM			Phage-like element PBSX protein XkdM
KJMONHIK_00403	gene	447	yqbN			
KJMONHIK_00403	CDS	447	yqbN			putative protein YqbN
KJMONHIK_00404	gene	5010				
KJMONHIK_00404	CDS	5010				hypothetical protein
KJMONHIK_00405	gene	708				
KJMONHIK_00405	CDS	708				hypothetical protein
KJMONHIK_00406	gene	978				
KJMONHIK_00406	CDS	978				hypothetical protein
KJMONHIK_00407	gene	267				
KJMONHIK_00407	CDS	267				hypothetical protein
KJMONHIK_00408	gene	426				
KJMONHIK_00408	CDS	426				hypothetical protein
KJMONHIK_00409	gene	1047				
KJMONHIK_00409	CDS	1047				hypothetical protein
KJMONHIK_00410	gene	579				
KJMONHIK_00410	CDS	579				hypothetical protein
KJMONHIK_00411	gene	273				
KJMONHIK_00411	CDS	273				hypothetical protein
KJMONHIK_00412	gene	2442				
KJMONHIK_00412	CDS	2442				hypothetical protein
KJMONHIK_00413	gene	327	xkdW			
KJMONHIK_00413	CDS	327	xkdW			Phage-like element PBSX protein XkdW
KJMONHIK_00414	gene	165				
KJMONHIK_00414	CDS	165				hypothetical protein
KJMONHIK_00415	gene	840				
KJMONHIK_00415	CDS	840				hypothetical protein
KJMONHIK_00416	gene	270				
KJMONHIK_00416	CDS	270				hypothetical protein
KJMONHIK_00417	gene	264				
KJMONHIK_00417	CDS	264				hypothetical protein
KJMONHIK_00418	gene	894	xlyA			
KJMONHIK_00418	CDS	894	xlyA	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase XlyA
KJMONHIK_00419	gene	171	spoIISB			
KJMONHIK_00419	CDS	171	spoIISB			Stage II sporulation protein SB
KJMONHIK_00420	gene	747	spoIISA			
KJMONHIK_00420	CDS	747	spoIISA			Stage II sporulation protein SA
KJMONHIK_00421	gene	1002				
KJMONHIK_00421	CDS	1002				hypothetical protein
KJMONHIK_00422	gene	618				
KJMONHIK_00422	CDS	618				hypothetical protein
KJMONHIK_00423	gene	1317	steT			
KJMONHIK_00423	CDS	1317	steT		COG0531	Serine/threonine exchanger SteT
KJMONHIK_00424	gene	951	mhqA			
KJMONHIK_00424	CDS	951	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
KJMONHIK_00425	gene	147				
KJMONHIK_00425	CDS	147				hypothetical protein
KJMONHIK_00426	gene	2187				
KJMONHIK_00426	CDS	2187				hypothetical protein
KJMONHIK_00427	gene	972				
KJMONHIK_00427	CDS	972		2.4.-.-		putative glycosyltransferase
KJMONHIK_00428	gene	1362	htrA_1			
KJMONHIK_00428	CDS	1362	htrA_1	3.4.21.107	COG0265	Serine protease Do-like HtrA
KJMONHIK_00429	gene	819	proC_1			
KJMONHIK_00429	CDS	819	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
KJMONHIK_00430	gene	825	dppA			
KJMONHIK_00430	CDS	825	dppA	3.4.11.-	COG2362	D-aminopeptidase
KJMONHIK_00431	gene	915	dppB			
KJMONHIK_00431	CDS	915	dppB		COG0601	Dipeptide transport system permease protein DppB
KJMONHIK_00432	gene	972	dppC_2			
KJMONHIK_00432	CDS	972	dppC_2		COG1173	Dipeptide transport system permease protein DppC
KJMONHIK_00433	gene	1008	oppD_3			
KJMONHIK_00433	CDS	1008	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
KJMONHIK_00434	gene	1632	dppE			
KJMONHIK_00434	CDS	1632	dppE		COG4166	Dipeptide-binding protein DppE
KJMONHIK_00435	gene	942	ykfA_1			
KJMONHIK_00435	CDS	942	ykfA_1	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
KJMONHIK_00436	gene	1101	ykfB			
KJMONHIK_00436	CDS	1101	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
KJMONHIK_00437	gene	891	ykfC			
KJMONHIK_00437	CDS	891	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
KJMONHIK_00438	gene	990	oppF_3			
KJMONHIK_00438	CDS	990	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
KJMONHIK_00439	gene	1047	pgl			
KJMONHIK_00439	CDS	1047	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
KJMONHIK_00440	gene	861				
KJMONHIK_00440	CDS	861		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
KJMONHIK_00441	gene	561				
KJMONHIK_00441	CDS	561				hypothetical protein
KJMONHIK_00442	gene	1200	hmp			
KJMONHIK_00442	CDS	1200	hmp	1.14.12.17	COG1017	Flavohemoprotein
KJMONHIK_00443	gene	231				
KJMONHIK_00443	CDS	231				hypothetical protein
KJMONHIK_00444	gene	732				
KJMONHIK_00444	CDS	732				hypothetical protein
KJMONHIK_00445	gene	528				
KJMONHIK_00445	CDS	528				hypothetical protein
KJMONHIK_00446	gene	516				
KJMONHIK_00446	CDS	516		2.3.1.-	COG1670	Acetyltransferase
KJMONHIK_00447	gene	339	gdnC			
KJMONHIK_00447	CDS	339	gdnC		COG2076	putative guanidinium efflux system subunit GdnC
KJMONHIK_00448	gene	318	gdnD			
KJMONHIK_00448	CDS	318	gdnD		COG2076	putative guanidinium efflux system subunit GdnD
KJMONHIK_00449	gene	903	purU			
KJMONHIK_00449	CDS	903	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
KJMONHIK_00450	gene	1098	proB_1			
KJMONHIK_00450	CDS	1098	proB_1	2.7.2.11	COG0263	Glutamate 5-kinase 1
KJMONHIK_00451	gene	1248	proA			
KJMONHIK_00451	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
KJMONHIK_00452	gene	426	ohrA			
KJMONHIK_00452	CDS	426	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
KJMONHIK_00453	gene	495	ohrR			
KJMONHIK_00453	CDS	495	ohrR			Organic hydroperoxide resistance transcriptional regulator
KJMONHIK_00454	gene	411	ohrB			
KJMONHIK_00454	CDS	411	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
KJMONHIK_00455	gene	1104				
KJMONHIK_00455	CDS	1104				hypothetical protein
KJMONHIK_00456	gene	471	guaD			
KJMONHIK_00456	CDS	471	guaD	3.5.4.3	COG0590	Guanine deaminase
KJMONHIK_00457	gene	627	pspB			
KJMONHIK_00457	CDS	627	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
KJMONHIK_00458	gene	2289	metE_1			
KJMONHIK_00458	CDS	2289	metE_1	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
KJMONHIK_00459	gene	960	isp			
KJMONHIK_00459	CDS	960	isp	3.4.21.-	COG1404	Major intracellular serine protease
KJMONHIK_00460	gene	834	rsbRB			
KJMONHIK_00460	CDS	834	rsbRB		COG1366	RsbT co-antagonist protein RsbRB
KJMONHIK_00461	gene	765	ykoC			
KJMONHIK_00461	CDS	765	ykoC			Putative HMP/thiamine permease protein YkoC
KJMONHIK_00462	gene	1641	ykoD			
KJMONHIK_00462	CDS	1641	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
KJMONHIK_00463	gene	600	ykoE			
KJMONHIK_00463	CDS	600	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
KJMONHIK_00464	gene	603	ykoF			
KJMONHIK_00464	CDS	603	ykoF			Putative HMP/thiamine-binding protein YkoF
KJMONHIK_00465	gene	687	arlR_1			
KJMONHIK_00465	CDS	687	arlR_1		COG0745	Response regulator ArlR
KJMONHIK_00466	gene	1365	sasA_1			
KJMONHIK_00466	CDS	1365	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
KJMONHIK_00467	gene	675				
KJMONHIK_00467	CDS	675				hypothetical protein
KJMONHIK_00468	gene	516	ykoJ			
KJMONHIK_00468	CDS	516	ykoJ		COG3212	putative protein YkoJ
KJMONHIK_00469	gene	138				
KJMONHIK_00469	CDS	138				hypothetical protein
KJMONHIK_00470	gene	123				
